Component,Filename,File Format,HTAN Parent Data File ID,HTAN Data File ID,Data Category,Matrix Type,Linked Matrices,Cell Median Number Reads,Cell Median Number Genes,Cell Total,scRNAseq Workflow Type,scRNAseq Workflow Parameters Description,Workflow Link,Workflow Version,entityId,Id,Workflow End Datetime,Workflow Start Datetime
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S4_matrix.mtx.gz,mtx,HTA11_12211_12,HTA11_13211_36,Gene Expression,Raw Counts,,3388.0,914.0,8395,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427403,9e9027cc-bc6c-460b-9f4a-f42efa6f97e3,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S1_barcodes.tsv.gz,tsv,HTA11_12211_13,HTA11_13211_37,Gene Expression,Raw Counts,,1496.0,604.0,1801,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427404,9d1df49b-4ecf-466a-b860-7dc70f484cee,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S1_features.tsv.gz,tsv,HTA11_12211_13,HTA11_13211_38,Gene Expression,Raw Counts,,1496.0,604.0,1801,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427405,3c76ddd0-a185-4b47-9f45-41555272b471,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S1_matrix.mtx.gz,mtx,HTA11_12211_13,HTA11_13211_39,Gene Expression,Raw Counts,,1496.0,604.0,1801,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427407,b00e44ae-5cac-4139-9cab-4038b40f5562,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S2_barcodes.tsv.gz,tsv,HTA11_12211_14,HTA11_13211_40,Gene Expression,Raw Counts,,1713.0,783.0,4547,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427408,3a7db292-b828-4f66-93f9-645c5b21721e,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S2_features.tsv.gz,tsv,HTA11_12211_14,HTA11_13211_41,Gene Expression,Raw Counts,,1713.0,783.0,4547,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427409,ccc59246-4e47-4816-aac6-185055358e3e,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S2_matrix.mtx.gz,mtx,HTA11_12211_14,HTA11_13211_42,Gene Expression,Raw Counts,,1713.0,783.0,4547,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427410,771db318-7148-415f-b4c9-0c08717ffb6f,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S3_barcodes.tsv.gz,tsv,HTA11_12211_15,HTA11_13211_43,Gene Expression,Raw Counts,,1675.0,734.0,9364,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427411,b8e40e85-6969-4e21-b68d-119d5876da83,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S3_features.tsv.gz,tsv,HTA11_12211_15,HTA11_13211_44,Gene Expression,Raw Counts,,1675.0,734.0,9364,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427412,8687bab7-40ab-4ec0-8bd1-a2eb255eaf3d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S3_matrix.mtx.gz,mtx,HTA11_12211_15,HTA11_13211_45,Gene Expression,Raw Counts,,1675.0,734.0,9364,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427413,6cf455ff-5bd7-48a2-a1dc-cd2fbb23297a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S4_barcodes.tsv.gz,tsv,HTA11_12211_16,HTA11_13211_46,Gene Expression,Raw Counts,,2350.0,961.0,8087,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427414,169a83db-7546-4298-8f26-ac1f08bad007,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S4_features.tsv.gz,tsv,HTA11_12211_16,HTA11_13211_47,Gene Expression,Raw Counts,,2350.0,961.0,8087,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427415,a6a9f186-2df5-4cb1-8031-513162301877,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10284_S4_matrix.mtx.gz,mtx,HTA11_12211_16,HTA11_13211_48,Gene Expression,Raw Counts,,2350.0,961.0,8087,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427416,df514f08-5614-4854-b446-2ae9641e9e98,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/P9142_1_barcodes.tsv.gz,tsv,HTA11_9999991971_197112111,HTA11_9999991971_197113111,Gene Expression,Raw Counts,,33555.0,972.0,2050,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427417,3c6559ad-4cbf-4925-a64a-9d491bc33371,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/P9142_1_features.tsv.gz,tsv,HTA11_9999991971_197112111,HTA11_9999991971_197113112,Gene Expression,Raw Counts,,33555.0,972.0,2050,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427418,742ab44e-db3c-43a3-97f6-14a1fc8bbeb8,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/P9142_1_matrix.mtx.gz,mtx,HTA11_9999991971_197112111,HTA11_9999991971_197113113,Gene Expression,Raw Counts,,33555.0,972.0,2050,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427419,3c0b1cb1-177b-4d94-9b8b-b21a0c40a20c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/P9142_2_barcodes.tsv.gz,tsv,HTA11_9999991973_197312111,HTA11_9999991973_197313111,Gene Expression,Raw Counts,,11714.0,827.0,5999,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427420,40d76176-2fb1-4f14-9838-0520a5dabf33,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/P9142_2_features.tsv.gz,tsv,HTA11_9999991973_197312111,HTA11_9999991973_197313112,Gene Expression,Raw Counts,,11714.0,827.0,5999,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427421,21768548-4866-4bf7-a6a7-8b07dc7844d9,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/P9142_2_matrix.mtx.gz,mtx,HTA11_9999991973_197312111,HTA11_9999991973_197313113,Gene Expression,Raw Counts,,11714.0,827.0,5999,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427422,d6683a2e-7a1b-4365-8b63-1077310cc1f0,,
